contract_id,customer_id,segment,contract_type,billing_frequency,bills_in_advance,billing_period_months,term_months,start_date,end_date,month_end_date,period_offset,period_start_offset,billing_period_length,months_remaining_in_period,is_billing_anchor,in_force_monthly_rate,net_acv,monthly_rate_delta,scheduled_billing,proration_billing,arrears_billing,billings,subscription_revenue_recognised,net_contract_position,deferred_revenue,unbilled_receivable,is_in_observation_window,is_in_reporting_window
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-01-31,10,10,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-02-28,11,11,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-03-31,12,12,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-04-30,13,13,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-05-31,14,14,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-06-30,15,15,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-07-31,16,16,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-08-31,17,17,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-09-30,18,18,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-10-31,19,19,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-11-30,20,20,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2021-12-31,21,21,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-01-31,22,22,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-02-28,23,23,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-03-31,24,24,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-04-30,25,25,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-05-31,26,26,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-06-30,27,27,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-07-31,28,28,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-08-31,29,29,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-09-30,30,30,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-10-31,31,31,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-11-30,32,32,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2022-12-31,33,33,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-01-31,34,34,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-02-28,35,35,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-03-31,36,36,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-04-30,37,37,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-05-31,38,38,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-06-30,39,39,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-07-31,40,40,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-08-31,41,41,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-09-30,42,42,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-10-31,43,43,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-11-30,44,44,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,false,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2023-12-31,45,45,1,1,true,286.68,2752.14,0.0,0.0,0.0,286.68,286.68,286.68,-286.68,0.0,286.68,true,false
CTR-00006-02R,CUST-00006,SMB,monthly,Monthly in arrears,false,1,1,2020-03-01,2023-12-31,2024-01-31,46,46,0,0,true,0.0,2752.14,-286.68,0.0,0.0,286.68,286.68,0.0,0.0,0.0,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2023-08-31,0,0,3,3,true,329.56,3954.76,0.0,988.6800000000001,0.0,0.0,988.6800000000001,329.56,659.1200000000001,659.1200000000001,-0.0,false,false
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2023-09-30,1,0,3,2,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,329.5600000000001,329.5600000000001,-0.0,false,false
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2023-10-31,2,0,3,1,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,1.1368683772161603e-13,1.1368683772161603e-13,-0.0,false,false
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2023-11-30,3,3,3,3,true,329.56,3954.76,0.0,988.6800000000001,0.0,0.0,988.6800000000001,329.56,659.1200000000002,659.1200000000002,-0.0,false,false
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2023-12-31,4,3,3,2,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,329.56000000000023,329.56000000000023,-0.0,true,false
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-01-31,5,3,3,1,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,2.2737367544323206e-13,2.2737367544323206e-13,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-02-29,6,6,3,3,true,329.56,3954.76,0.0,988.6800000000001,0.0,0.0,988.6800000000001,329.56,659.1200000000003,659.1200000000003,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-03-31,7,6,3,2,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,329.56000000000034,329.56000000000034,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-04-30,8,6,3,1,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,3.410605131648481e-13,3.410605131648481e-13,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-05-31,9,9,3,3,true,329.56,3954.76,0.0,988.6800000000001,0.0,0.0,988.6800000000001,329.56,659.1200000000005,659.1200000000005,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-06-30,10,9,3,2,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,329.56000000000046,329.56000000000046,-0.0,true,true
CTR-00008-05,CUST-00008,SMB,annual,Quarterly in advance,true,3,12,2023-08-01,2024-07-31,2024-07-31,11,9,3,1,false,329.56,3954.76,0.0,0.0,0.0,0.0,0.0,329.56,4.547473508864641e-13,4.547473508864641e-13,-0.0,true,true
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-05-31,0,0,1,1,true,481.89,4464.01,0.0,0.0,0.0,0.0,0.0,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-06-30,1,1,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-07-31,2,2,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-08-31,3,3,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-09-30,4,4,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-10-31,5,5,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-11-30,6,6,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2019-12-31,7,7,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-01-31,8,8,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-02-29,9,9,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-03-31,10,10,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-04-30,11,11,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-05-31,12,12,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-06-30,13,13,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-07-31,14,14,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-08-31,15,15,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-09-30,16,16,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-10-31,17,17,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-11-30,18,18,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2020-12-31,19,19,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-01-31,20,20,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-02-28,21,21,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-03-31,22,22,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-04-30,23,23,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-05-31,24,24,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-06-30,25,25,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-07-31,26,26,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-08-31,27,27,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-09-30,28,28,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-10-31,29,29,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-11-30,30,30,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2021-12-31,31,31,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-01-31,32,32,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-02-28,33,33,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-03-31,34,34,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-04-30,35,35,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-05-31,36,36,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-06-30,37,37,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-07-31,38,38,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-08-31,39,39,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-09-30,40,40,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-10-31,41,41,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-11-30,42,42,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2022-12-31,43,43,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-01-31,44,44,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-02-28,45,45,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-03-31,46,46,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-04-30,47,47,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-05-31,48,48,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-06-30,49,49,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-07-31,50,50,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
CTR-00016-01,CUST-00016,SMB,monthly,Monthly in arrears,false,1,1,2019-05-10,2024-02-29,2023-08-31,51,51,1,1,true,481.89,4464.01,0.0,0.0,0.0,481.89,481.89,481.89,-481.89,0.0,481.89,false,false
