customer_id,segment,month_end_date,beg_arr,end_arr,movement_arr,movement_type
CUST-00020,SMB,2026-04-30,6681.00,6681.00,0.00,No Change
CUST-00020,SMB,2024-03-31,6181.08,6181.08,0.00,No Change
CUST-00020,SMB,2024-04-30,6181.08,6181.08,0.00,No Change
CUST-00020,SMB,2024-05-31,6181.08,6181.08,0.00,No Change
CUST-00020,SMB,2024-06-30,6181.08,6181.08,0.00,No Change
CUST-00020,SMB,2024-07-31,6181.08,6434.28,253.20,Expansion
CUST-00020,SMB,2024-08-31,6434.28,6434.28,0.00,No Change
CUST-00020,SMB,2024-09-30,6434.28,6434.28,0.00,No Change
CUST-00020,SMB,2024-10-31,6434.28,8491.80,2057.52,Expansion
CUST-00020,SMB,2024-11-30,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2024-12-31,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-01-31,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-02-28,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-03-31,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-04-30,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-05-31,8491.80,8491.80,0.00,No Change
CUST-00020,SMB,2025-06-30,8491.80,11065.44,2573.64,Expansion
CUST-00020,SMB,2025-07-31,11065.44,6681.00,-4384.44,Contraction
CUST-00020,SMB,2025-08-31,6681.00,6681.00,0.00,No Change
CUST-00020,SMB,2025-09-30,6681.00,6681.00,0.00,No Change
CUST-00020,SMB,2025-10-31,6681.00,6681.00,0.00,No Change
CUST-00020,SMB,2024-02-29,6181.08,6181.08,0.00,No Change
CUST-00021,SMB,2026-02-28,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2024-03-31,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2024-01-31,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2026-06-30,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2026-05-31,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2026-04-30,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2026-03-31,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2024-02-29,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2023-12-31,0.00,1635.60,1635.60,New Logo
CUST-00021,SMB,2025-12-31,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2025-11-30,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2025-10-31,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2025-09-30,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2025-08-31,1780.44,1780.44,0.00,No Change
CUST-00021,SMB,2025-07-31,2385.72,1780.44,-605.28,Contraction
CUST-00021,SMB,2025-06-30,2385.72,2385.72,0.00,No Change
CUST-00021,SMB,2025-05-31,2385.72,2385.72,0.00,No Change
CUST-00021,SMB,2025-04-30,1704.12,2385.72,681.60,Expansion
CUST-00021,SMB,2025-03-31,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2025-02-28,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2025-01-31,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-12-31,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-11-30,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-10-31,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-09-30,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-08-31,1704.12,1704.12,0.00,No Change
CUST-00021,SMB,2024-07-31,1635.60,1704.12,68.52,Expansion
CUST-00021,SMB,2024-06-30,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2024-05-31,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2024-04-30,1635.60,1635.60,0.00,No Change
CUST-00021,SMB,2026-01-31,1780.44,1780.44,0.00,No Change
CUST-00025,SMB,2024-02-29,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-12-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2023-12-31,0.00,2607.72,2607.72,New Logo
CUST-00025,SMB,2024-03-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-04-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-05-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-06-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-07-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-01-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-09-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-10-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-11-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2024-12-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-01-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-02-28,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-03-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-04-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-05-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-06-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-07-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-08-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-09-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-10-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2025-11-30,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2026-06-30,0.00,0.00,0.00,No Change
CUST-00025,SMB,2026-01-31,2607.72,2607.72,0.00,No Change
CUST-00025,SMB,2026-02-28,2607.72,0.00,-2607.72,Churn
CUST-00025,SMB,2026-03-31,0.00,0.00,0.00,No Change
CUST-00025,SMB,2026-04-30,0.00,0.00,0.00,No Change
CUST-00025,SMB,2026-05-31,0.00,0.00,0.00,No Change
CUST-00025,SMB,2024-08-31,2607.72,2607.72,0.00,No Change
CUST-00026,SMB,2023-12-31,0.00,1591.20,1591.20,New Logo
CUST-00026,SMB,2024-01-31,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-02-29,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-03-31,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-04-30,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-05-31,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-06-30,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-07-31,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-08-31,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-09-30,1591.20,1591.20,0.00,No Change
CUST-00026,SMB,2024-10-31,1591.20,1666.32,75.12,Expansion
CUST-00026,SMB,2024-11-30,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2024-12-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-01-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-02-28,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-03-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-04-30,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-05-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-06-30,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-07-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-08-31,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-09-30,1666.32,1666.32,0.00,No Change
CUST-00026,SMB,2025-10-31,1666.32,1666.20,-0.12,Contraction
CUST-00026,SMB,2025-11-30,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2025-12-31,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-01-31,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-02-28,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-03-31,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-04-30,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-05-31,1666.20,1666.20,0.00,No Change
CUST-00026,SMB,2026-06-30,1666.20,1666.20,0.00,No Change
CUST-00028,SMB,2023-12-31,0.00,5332.32,5332.32,New Logo
CUST-00028,SMB,2024-01-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-02-29,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-03-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-04-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-05-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-06-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-07-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-08-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-09-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-10-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-11-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2024-12-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-01-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-02-28,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-03-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-04-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-05-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-06-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-07-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-08-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-09-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-10-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-11-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2025-12-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-01-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-02-28,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-03-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-04-30,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-05-31,5332.32,5332.32,0.00,No Change
CUST-00028,SMB,2026-06-30,5332.32,5332.32,0.00,No Change
CUST-00029,SMB,2023-12-31,0.00,4884.36,4884.36,New Logo
CUST-00029,SMB,2024-01-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-02-29,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-03-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-04-30,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-05-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-06-30,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-07-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-08-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-09-30,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-10-31,4884.36,4884.36,0.00,No Change
CUST-00029,SMB,2024-11-30,4884.36,5043.96,159.60,Expansion
CUST-00029,SMB,2024-12-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-01-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-02-28,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-03-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-04-30,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-05-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-06-30,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-07-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-08-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-09-30,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-10-31,5043.96,5043.96,0.00,No Change
CUST-00029,SMB,2025-11-30,5043.96,5218.68,174.72,Expansion
CUST-00029,SMB,2025-12-31,5218.68,5218.68,0.00,No Change
CUST-00029,SMB,2026-01-31,5218.68,5218.68,0.00,No Change
CUST-00029,SMB,2026-02-28,5218.68,5218.68,0.00,No Change
CUST-00029,SMB,2026-03-31,5218.68,5218.68,0.00,No Change
CUST-00029,SMB,2026-04-30,5218.68,6127.08,908.40,Expansion
CUST-00029,SMB,2026-05-31,6127.08,6127.08,0.00,No Change
CUST-00029,SMB,2026-06-30,6127.08,6127.08,0.00,No Change
CUST-00030,SMB,2024-05-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-05-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-02-28,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-12-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2023-12-31,0.00,6146.16,6146.16,New Logo
CUST-00030,SMB,2024-01-31,6146.16,6146.16,0.00,No Change
CUST-00030,SMB,2024-02-29,6146.16,0.00,-6146.16,Churn
CUST-00030,SMB,2024-03-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-04-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-08-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-09-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-10-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-11-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-01-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-06-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-03-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2024-07-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-04-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-05-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-06-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-07-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-08-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-09-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-10-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-11-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2025-12-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-01-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-02-28,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-03-31,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-04-30,0.00,0.00,0.00,No Change
CUST-00030,SMB,2026-06-30,0.00,0.00,0.00,No Change
CUST-00035,SMB,2026-06-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-05-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2026-03-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2026-02-28,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2026-01-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-12-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-11-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-10-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2026-04-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-08-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-07-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-06-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-05-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-04-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-03-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-02-28,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2025-01-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-12-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-11-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-10-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-09-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-08-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-07-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-06-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2026-05-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-04-30,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-03-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-02-29,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2024-01-31,4861.68,4861.68,0.00,No Change
CUST-00035,SMB,2023-12-31,0.00,4861.68,4861.68,New Logo
CUST-00035,SMB,2025-09-30,4861.68,4861.68,0.00,No Change
CUST-00038,SMB,2026-04-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2026-06-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2023-12-31,0.00,4621.80,4621.80,New Logo
CUST-00038,SMB,2024-01-31,4621.80,0.00,-4621.80,Churn
CUST-00038,SMB,2024-02-29,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-03-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-04-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-05-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-06-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-07-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-08-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-09-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-10-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-11-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2024-12-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2026-03-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2026-05-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2026-02-28,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-04-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-05-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-06-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-07-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-03-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-01-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-12-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-08-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-09-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-10-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-11-30,0.00,0.00,0.00,No Change
CUST-00038,SMB,2026-01-31,0.00,0.00,0.00,No Change
CUST-00038,SMB,2025-02-28,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2023-12-31,0.00,6862.80,6862.80,New Logo
CUST-00043,Mid-Market,2024-01-31,6862.80,6862.80,0.00,No Change
CUST-00043,Mid-Market,2024-02-29,6862.80,0.00,-6862.80,Churn
CUST-00043,Mid-Market,2024-03-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-04-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-05-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-06-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-07-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-08-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-09-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-10-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-11-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2024-12-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-01-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-02-28,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-03-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-04-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-05-31,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-06-30,0.00,0.00,0.00,No Change
CUST-00043,Mid-Market,2025-07-31,0.00,0.00,0.00,No Change
